Date,Last trade price,Max,Min,Avg. Price,%chg.,Volume,Turnover in BEST in denars,Total turnover in denars
2024-08-30,"3.600,00","3.600,00","3.600,00","3.600,00",1.41,10,"36,000","36,000"
2024-08-29,"3.550,00",",",",","3.550,00",0.0,0,0,0
2024-08-27,"3.550,00",",",",","3.550,00",0.0,0,0,0
2024-08-26,"3.550,00",",",",","3.550,00",0.0,0,0,0
2024-08-23,"3.550,00",",",",","3.550,00",0.0,0,0,0
2024-08-22,"3.550,00",",",",","3.550,00",0.0,0,0,0
2024-08-21,"3.550,00",",",",","3.550,00",0.0,0,0,0
2024-08-20,"3.550,00",",",",","3.550,00",0.0,0,0,0
2024-08-19,"3.550,00",",",",","3.550,00",0.0,0,0,0
2024-08-16,"3.550,00","3.550,00","3.550,00","3.550,00",0.0,85,"301,750","301,750"
2024-08-15,"3.550,00","3.550,00","3.550,00","3.550,00",-1.83,15,"53,250","53,250"
2024-08-14,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-08-13,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-08-12,"3.616,00",",",",","3.616,00",0.0,0,0,"12,035,000"
2024-08-09,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-08-08,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-08-07,"3.616,00",",",",","3.616,00",0.0,0,0,"9,900,000"
2024-08-06,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-08-05,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-08-01,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-07-31,"3.616,00","3.616,00","3.616,00","3.616,00",0.0,27,"97,632","97,632"
2024-07-30,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-07-29,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-07-26,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-07-25,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-07-24,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-07-23,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-07-22,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-07-19,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-07-18,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-07-17,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-07-16,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-07-15,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-07-12,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-07-11,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-07-10,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-07-09,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-07-08,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-07-05,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-07-04,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-07-03,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-07-02,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-07-01,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-06-28,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-06-27,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-06-26,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-06-25,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-06-24,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-06-20,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-06-19,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-06-18,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-06-17,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-06-14,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-06-13,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-06-12,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-06-11,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-06-10,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-06-07,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-06-06,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-06-05,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-06-04,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-06-03,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-05-31,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-05-30,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-05-29,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-05-28,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-05-27,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-05-23,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-05-22,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-05-21,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-05-20,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-05-17,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-05-16,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-05-15,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-05-14,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-05-13,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-05-10,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-05-09,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-05-07,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-05-02,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-04-30,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-04-29,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-04-26,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-04-25,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-04-23,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-04-22,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-04-19,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-04-18,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-04-17,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-04-16,"3.616,00",",",",","3.616,00",0.0,0,0,0
2024-04-15,"3.616,00","3.616,00","3.616,00","3.616,00",0.33,100,"361,600","361,600"
2024-04-12,"3.604,00",",",",","3.604,00",0.0,0,0,0
2024-04-11,"3.604,00",",",",","3.604,00",0.0,0,0,0
2024-04-09,"3.604,00",",",",","3.604,00",0.0,0,0,0
2024-04-08,"3.604,00",",",",","3.604,00",0.0,0,0,0
2024-04-05,"3.604,00",",",",","3.604,00",0.0,0,0,0
2024-04-04,"3.604,00",",",",","3.604,00",0.0,0,0,0
2024-04-03,"3.604,00",",",",","3.604,00",0.0,0,0,0
2024-04-02,"3.604,00",",",",","3.604,00",0.0,0,0,0
2024-04-01,"3.604,00",",",",","3.604,00",0.0,0,0,0
2024-03-29,"3.604,00",",",",","3.604,00",0.0,0,0,0
2024-03-28,"3.604,00",",",",","3.604,00",0.0,0,0,0
2024-03-27,"3.604,00",",",",","3.604,00",0.0,0,0,0
2024-03-26,"3.604,00","3.604,00","3.604,00","3.604,00",0.11,14,"50,456","50,456"
2024-03-25,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-03-22,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-03-21,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-03-20,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-03-19,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-03-18,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-03-15,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-03-14,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-03-13,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-03-12,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-03-11,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-03-08,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-03-07,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-03-06,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-03-05,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-03-04,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-03-01,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-02-29,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-02-28,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-02-27,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-02-26,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-02-23,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-02-22,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-02-21,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-02-20,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-02-19,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-02-16,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-02-15,"3.600,00","3.600,00","3.600,00","3.600,00",0.0,40,"144,000","144,000"
2024-02-14,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-02-13,"3.600,00","3.600,00","3.600,00","3.600,00",0.0,49,"176,400","176,400"
2024-02-12,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-02-09,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-02-08,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-02-07,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-02-06,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-02-05,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-02-02,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-02-01,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-01-31,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-01-30,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-01-29,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-01-26,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-01-25,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-01-24,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-01-23,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-01-22,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-01-18,"3.600,00","3.600,00","3.600,00","3.600,00",0.0,63,"226,800","226,800"
2024-01-17,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-01-16,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-01-15,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-01-12,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-01-11,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-01-10,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-01-09,"3.600,00","3.600,00","3.600,00","3.600,00",0.0,50,"180,000","180,000"
2024-01-05,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-01-04,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-01-03,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-01-02,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-12-28,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-12-27,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-12-26,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-12-25,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-12-22,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-12-21,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-12-20,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-12-19,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-12-18,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-12-15,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-12-14,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-12-13,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-12-12,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-12-11,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-12-07,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-12-06,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-12-05,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-12-04,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-12-01,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-11-30,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-11-29,"3.600,00","3.600,00","3.600,00","3.600,00",0.0,78,"280,800","280,800"
2023-11-28,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-11-27,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-11-24,"3.600,00","3.600,00","3.600,00","3.600,00",0.0,100,"360,000","360,000"
2023-11-23,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-11-22,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-11-21,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-11-20,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-11-17,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-11-16,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-11-15,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-11-14,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-11-13,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-11-10,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-11-09,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-11-08,"3.600,00","3.600,00","3.600,00","3.600,00",0.0,207,"745,200","745,200"
2023-11-07,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-11-06,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-11-03,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-11-02,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-11-01,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-10-31,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-10-30,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-10-27,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-10-26,"3.600,00","3.600,00","3.600,00","3.600,00",0.0,45,"162,000","162,000"
2023-10-25,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-10-24,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-10-20,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-10-19,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-10-18,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-10-17,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-10-16,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-10-13,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-10-12,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-10-10,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-10-09,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-10-06,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-10-05,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-10-04,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-10-03,"3.600,00","3.600,00","3.600,00","3.600,00",0.0,200,"720,000","7,582,800"
2023-10-02,"3.600,00",",",",","3.600,00",0.0,0,0,"5,023,200"
2023-09-29,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-09-28,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-09-27,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-09-26,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-09-25,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-09-22,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-09-21,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-09-20,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-09-19,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-09-18,"3.600,00",",",",","3.600,00",0.0,0,0,"21,658,320"
2023-09-15,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-09-14,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-09-13,"3.600,00","3.600,00","3.600,00","3.600,00",0.0,19,"68,400","68,400"
2023-09-12,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-09-11,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-09-07,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-09-06,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-09-05,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-09-04,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-09-01,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-08-31,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-08-30,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-08-29,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-08-25,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-08-24,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-08-23,"3.600,00","3.600,00","3.600,00","3.600,00",0.0,1,"3,600","3,600"
2023-08-22,"3.600,00","3.600,00","3.600,00","3.600,00",0.0,13,"46,800","46,800"
2023-08-21,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-08-18,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-08-17,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-08-16,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-08-15,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-08-14,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-08-11,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-08-10,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-08-09,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-08-08,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-08-07,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-08-04,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-08-03,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-08-01,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-07-31,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-07-28,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-07-27,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-07-26,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-07-25,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-07-24,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-07-21,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-07-20,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-07-19,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-07-18,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-07-17,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-07-14,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-07-13,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-07-12,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-07-11,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-07-10,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-07-07,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-07-06,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-07-05,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-07-04,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-07-03,"3.600,00",",",",","3.600,00",0.0,0,0,"7,053,680"
2023-06-30,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-06-29,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-06-28,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-06-27,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-06-26,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-06-23,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-06-22,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-06-21,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-06-20,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-06-19,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-06-16,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-06-15,"3.600,00",",",",","3.600,00",0.0,0,0,"5,268,800"
2023-06-14,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-06-13,"3.600,00",",",",","3.600,00",0.0,0,0,0
2023-06-12,"3.600,00","3.600,00","3.600,00","3.600,00",-0.17,40,"144,000","144,000"
2023-06-09,"3.606,00",",",",","3.606,00",0.0,0,0,0
2023-06-08,"3.606,00",",",",","3.606,00",0.0,0,0,0
2023-06-07,"3.606,00","3.606,00","3.606,00","3.606,00",-2.59,9,"32,454","5,111,814"
2023-06-06,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-06-05,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-06-01,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-05-31,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-05-30,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-05-29,"3.702,00",",",",","3.702,00",0.0,0,0,"20,153,448"
2023-05-26,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-05-25,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-05-23,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-05-22,"3.702,00","3.702,00","3.702,00","3.702,00",0.0,20,"74,040","74,040"
2023-05-19,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-05-18,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-05-17,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-05-16,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-05-15,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-05-12,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-05-11,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-05-10,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-05-09,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-05-08,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-05-05,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-05-04,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-05-03,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-05-02,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-04-28,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-04-27,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-04-26,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-04-25,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-04-24,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-04-20,"3.702,00",",",",","3.702,00",0.0,0,0,0
2023-04-19,"3.702,00","3.702,00","3.702,00","3.702,00",2.52,45,"166,590","166,590"
2023-04-18,"3.611,00",",",",","3.611,00",0.0,0,0,0
2023-04-13,"3.611,00",",",",","3.611,00",0.0,0,0,0
2023-04-12,"3.611,00",",",",","3.611,00",0.0,0,0,0
2023-04-11,"3.611,00",",",",","3.611,00",0.0,0,0,0
2023-04-10,"3.611,00",",",",","3.611,00",0.0,0,0,0
2023-04-07,"3.611,00",",",",","3.611,00",0.0,0,0,0
2023-04-06,"3.611,00",",",",","3.611,00",0.0,0,0,0
2023-04-05,"3.611,00",",",",","3.611,00",0.0,0,0,0
2023-04-04,"3.611,00",",",",","3.611,00",0.0,0,0,0
2023-04-03,"3.611,00",",",",","3.611,00",0.0,0,0,0
2023-03-31,"3.611,00",",",",","3.611,00",0.0,0,0,0
2023-03-30,"3.611,00",",",",","3.611,00",0.0,0,0,0
2023-03-29,"3.611,00","3.611,00","3.611,00","3.611,00",0.08,11,"39,721","39,721"
